sample_id,signer_id,symbol,symbol_type,handedness,repetition,hold_start_frame,hold_end_frame,landmark_path,source_video,split
VSL_ALPHA_S14_T_REP01,S14,T,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_T_REP01.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_T_REP01.mp4,test
VSL_ALPHA_S14_T_REP02,S14,T,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_T_REP02.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_T_REP02.mp4,test
VSL_ALPHA_S14_T_REP03,S14,T,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_T_REP03.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_T_REP03.mp4,test
VSL_ALPHA_S14_T_REP04,S14,T,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_T_REP04.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_T_REP04.mp4,test
VSL_ALPHA_S14_T_REP05,S14,T,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_T_REP05.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_T_REP05.mp4,test
VSL_ALPHA_S14_U_REP01,S14,U,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_U_REP01.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_U_REP01.mp4,test
VSL_ALPHA_S14_U_REP02,S14,U,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_U_REP02.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_U_REP02.mp4,test
VSL_ALPHA_S14_U_REP03,S14,U,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_U_REP03.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_U_REP03.mp4,test
VSL_ALPHA_S14_U_REP04,S14,U,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_U_REP04.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_U_REP04.mp4,test
VSL_ALPHA_S14_U_REP05,S14,U,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_U_REP05.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_U_REP05.mp4,test
VSL_ALPHA_S14_V_REP01,S14,V,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_V_REP01.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_V_REP01.mp4,test
VSL_ALPHA_S14_V_REP02,S14,V,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_V_REP02.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_V_REP02.mp4,test
VSL_ALPHA_S14_V_REP03,S14,V,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_V_REP03.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_V_REP03.mp4,test
VSL_ALPHA_S14_V_REP04,S14,V,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_V_REP04.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_V_REP04.mp4,test
VSL_ALPHA_S14_V_REP05,S14,V,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_V_REP05.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_V_REP05.mp4,test
VSL_ALPHA_S14_X_REP01,S14,X,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_X_REP01.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_X_REP01.mp4,test
VSL_ALPHA_S14_X_REP02,S14,X,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_X_REP02.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_X_REP02.mp4,test
VSL_ALPHA_S14_X_REP03,S14,X,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_X_REP03.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_X_REP03.mp4,test
VSL_ALPHA_S14_X_REP04,S14,X,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_X_REP04.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_X_REP04.mp4,test
VSL_ALPHA_S14_X_REP05,S14,X,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_X_REP05.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_X_REP05.mp4,test
VSL_ALPHA_S14_Y_REP01,S14,Y,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Y_REP01.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Y_REP01.mp4,test
VSL_ALPHA_S14_Y_REP02,S14,Y,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Y_REP02.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Y_REP02.mp4,test
VSL_ALPHA_S14_Y_REP03,S14,Y,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Y_REP03.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Y_REP03.mp4,test
VSL_ALPHA_S14_Y_REP04,S14,Y,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Y_REP04.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Y_REP04.mp4,test
VSL_ALPHA_S14_Y_REP05,S14,Y,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Y_REP05.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Y_REP05.mp4,test
VSL_ALPHA_S14_Dau_mu_REP01,S14,Dau_mu,accent,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Dau_mu_REP01.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Dau_mu_REP01.mp4,test
VSL_ALPHA_S14_Dau_mu_REP02,S14,Dau_mu,accent,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Dau_mu_REP02.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Dau_mu_REP02.mp4,test
VSL_ALPHA_S14_Dau_mu_REP03,S14,Dau_mu,accent,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Dau_mu_REP03.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Dau_mu_REP03.mp4,test
VSL_ALPHA_S14_Dau_mu_REP04,S14,Dau_mu,accent,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Dau_mu_REP04.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Dau_mu_REP04.mp4,test
VSL_ALPHA_S14_Dau_mu_REP05,S14,Dau_mu,accent,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Dau_mu_REP05.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Dau_mu_REP05.mp4,test
VSL_ALPHA_S14_Dau_moc_REP01,S14,Dau_moc,accent,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Dau_moc_REP01.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Dau_moc_REP01.mp4,test
VSL_ALPHA_S14_Dau_moc_REP02,S14,Dau_moc,accent,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Dau_moc_REP02.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Dau_moc_REP02.mp4,test
VSL_ALPHA_S14_Dau_moc_REP03,S14,Dau_moc,accent,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Dau_moc_REP03.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Dau_moc_REP03.mp4,test
VSL_ALPHA_S14_Dau_moc_REP04,S14,Dau_moc,accent,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Dau_moc_REP04.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Dau_moc_REP04.mp4,test
VSL_ALPHA_S14_Dau_moc_REP05,S14,Dau_moc,accent,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S14/VSL_ALPHA_S14_Dau_moc_REP05.npz,data/vsl_alphabet_pilot/videos/S14/VSL_ALPHA_S14_Dau_moc_REP05.mp4,test
VSL_ALPHA_S15_A_REP01,S15,A,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_A_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_A_REP01.mp4,test
VSL_ALPHA_S15_A_REP02,S15,A,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_A_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_A_REP02.mp4,test
VSL_ALPHA_S15_A_REP03,S15,A,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_A_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_A_REP03.mp4,test
VSL_ALPHA_S15_A_REP04,S15,A,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_A_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_A_REP04.mp4,test
VSL_ALPHA_S15_A_REP05,S15,A,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_A_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_A_REP05.mp4,test
VSL_ALPHA_S15_B_REP01,S15,B,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_B_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_B_REP01.mp4,test
VSL_ALPHA_S15_B_REP02,S15,B,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_B_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_B_REP02.mp4,test
VSL_ALPHA_S15_B_REP03,S15,B,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_B_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_B_REP03.mp4,test
VSL_ALPHA_S15_B_REP04,S15,B,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_B_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_B_REP04.mp4,test
VSL_ALPHA_S15_B_REP05,S15,B,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_B_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_B_REP05.mp4,test
VSL_ALPHA_S15_C_REP01,S15,C,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_C_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_C_REP01.mp4,test
VSL_ALPHA_S15_C_REP02,S15,C,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_C_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_C_REP02.mp4,test
VSL_ALPHA_S15_C_REP03,S15,C,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_C_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_C_REP03.mp4,test
VSL_ALPHA_S15_C_REP04,S15,C,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_C_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_C_REP04.mp4,test
VSL_ALPHA_S15_C_REP05,S15,C,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_C_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_C_REP05.mp4,test
VSL_ALPHA_S15_D_REP01,S15,D,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_D_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_D_REP01.mp4,test
VSL_ALPHA_S15_D_REP02,S15,D,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_D_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_D_REP02.mp4,test
VSL_ALPHA_S15_D_REP03,S15,D,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_D_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_D_REP03.mp4,test
VSL_ALPHA_S15_D_REP04,S15,D,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_D_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_D_REP04.mp4,test
VSL_ALPHA_S15_D_REP05,S15,D,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_D_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_D_REP05.mp4,test
VSL_ALPHA_S15_Đ_REP01,S15,Đ,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_Đ_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_Đ_REP01.mp4,test
VSL_ALPHA_S15_Đ_REP02,S15,Đ,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_Đ_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_Đ_REP02.mp4,test
VSL_ALPHA_S15_Đ_REP03,S15,Đ,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_Đ_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_Đ_REP03.mp4,test
VSL_ALPHA_S15_Đ_REP04,S15,Đ,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_Đ_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_Đ_REP04.mp4,test
VSL_ALPHA_S15_Đ_REP05,S15,Đ,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_Đ_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_Đ_REP05.mp4,test
VSL_ALPHA_S15_E_REP01,S15,E,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_E_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_E_REP01.mp4,test
VSL_ALPHA_S15_E_REP02,S15,E,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_E_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_E_REP02.mp4,test
VSL_ALPHA_S15_E_REP03,S15,E,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_E_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_E_REP03.mp4,test
VSL_ALPHA_S15_E_REP04,S15,E,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_E_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_E_REP04.mp4,test
VSL_ALPHA_S15_E_REP05,S15,E,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_E_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_E_REP05.mp4,test
VSL_ALPHA_S15_G_REP01,S15,G,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_G_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_G_REP01.mp4,test
VSL_ALPHA_S15_G_REP02,S15,G,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_G_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_G_REP02.mp4,test
VSL_ALPHA_S15_G_REP03,S15,G,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_G_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_G_REP03.mp4,test
VSL_ALPHA_S15_G_REP04,S15,G,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_G_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_G_REP04.mp4,test
VSL_ALPHA_S15_G_REP05,S15,G,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_G_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_G_REP05.mp4,test
VSL_ALPHA_S15_H_REP01,S15,H,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_H_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_H_REP01.mp4,test
VSL_ALPHA_S15_H_REP02,S15,H,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_H_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_H_REP02.mp4,test
VSL_ALPHA_S15_H_REP03,S15,H,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_H_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_H_REP03.mp4,test
VSL_ALPHA_S15_H_REP04,S15,H,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_H_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_H_REP04.mp4,test
VSL_ALPHA_S15_H_REP05,S15,H,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_H_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_H_REP05.mp4,test
VSL_ALPHA_S15_I_REP01,S15,I,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_I_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_I_REP01.mp4,test
VSL_ALPHA_S15_I_REP02,S15,I,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_I_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_I_REP02.mp4,test
VSL_ALPHA_S15_I_REP03,S15,I,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_I_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_I_REP03.mp4,test
VSL_ALPHA_S15_I_REP04,S15,I,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_I_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_I_REP04.mp4,test
VSL_ALPHA_S15_I_REP05,S15,I,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_I_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_I_REP05.mp4,test
VSL_ALPHA_S15_K_REP01,S15,K,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_K_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_K_REP01.mp4,test
VSL_ALPHA_S15_K_REP02,S15,K,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_K_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_K_REP02.mp4,test
VSL_ALPHA_S15_K_REP03,S15,K,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_K_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_K_REP03.mp4,test
VSL_ALPHA_S15_K_REP04,S15,K,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_K_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_K_REP04.mp4,test
VSL_ALPHA_S15_K_REP05,S15,K,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_K_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_K_REP05.mp4,test
VSL_ALPHA_S15_L_REP01,S15,L,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_L_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_L_REP01.mp4,test
VSL_ALPHA_S15_L_REP02,S15,L,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_L_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_L_REP02.mp4,test
VSL_ALPHA_S15_L_REP03,S15,L,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_L_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_L_REP03.mp4,test
VSL_ALPHA_S15_L_REP04,S15,L,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_L_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_L_REP04.mp4,test
VSL_ALPHA_S15_L_REP05,S15,L,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_L_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_L_REP05.mp4,test
VSL_ALPHA_S15_M_REP01,S15,M,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_M_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_M_REP01.mp4,test
VSL_ALPHA_S15_M_REP02,S15,M,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_M_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_M_REP02.mp4,test
VSL_ALPHA_S15_M_REP03,S15,M,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_M_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_M_REP03.mp4,test
VSL_ALPHA_S15_M_REP04,S15,M,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_M_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_M_REP04.mp4,test
VSL_ALPHA_S15_M_REP05,S15,M,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_M_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_M_REP05.mp4,test
VSL_ALPHA_S15_N_REP01,S15,N,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_N_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_N_REP01.mp4,test
VSL_ALPHA_S15_N_REP02,S15,N,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_N_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_N_REP02.mp4,test
VSL_ALPHA_S15_N_REP03,S15,N,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_N_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_N_REP03.mp4,test
VSL_ALPHA_S15_N_REP04,S15,N,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_N_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_N_REP04.mp4,test
VSL_ALPHA_S15_N_REP05,S15,N,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_N_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_N_REP05.mp4,test
VSL_ALPHA_S15_O_REP01,S15,O,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_O_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_O_REP01.mp4,test
VSL_ALPHA_S15_O_REP02,S15,O,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_O_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_O_REP02.mp4,test
VSL_ALPHA_S15_O_REP03,S15,O,letter,Right,3,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_O_REP03.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_O_REP03.mp4,test
VSL_ALPHA_S15_O_REP04,S15,O,letter,Right,4,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_O_REP04.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_O_REP04.mp4,test
VSL_ALPHA_S15_O_REP05,S15,O,letter,Right,5,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_O_REP05.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_O_REP05.mp4,test
VSL_ALPHA_S15_P_REP01,S15,P,letter,Right,1,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_P_REP01.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_P_REP01.mp4,test
VSL_ALPHA_S15_P_REP02,S15,P,letter,Right,2,30,90,data/vsl_alphabet_pilot/landmarks/S15/VSL_ALPHA_S15_P_REP02.npz,data/vsl_alphabet_pilot/videos/S15/VSL_ALPHA_S15_P_REP02.mp4,test
